userId,itemId,rating,timestamp,user_mean_rating,user_median_rating,user_std_rating,user_min_rating,user_max_rating,user_num_ratings,item_mean_rating,item_median_rating,item_std_rating,item_min_rating,item_max_rating,item_num_ratings,cat_1,cat_2,cat_3,cat_4,cat_5,cat_6,cat_7,cat_8,cat_9,cat_10,cat_11,cat_12,cat_13,cat_15,cat_16,cat_17,cat_18,cat_19,cat_20,cat_21,cat_22,cat_23,cat_25
5169,29786,4.0,1232175600.0,4.444444444444445,4.0,0.5270462766947299,4.0,5.0,9,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5399,95810,5.0,1232175600.0,4.0,5.0,1.6733200530681511,1.0,5.0,6,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5657,113402,4.0,1232175600.0,3.8,4.0,0.8618916073713346,2.0,5.0,15,4.0,4.0,,4.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5720,82106,3.0,1232175600.0,4.083333333333333,4.0,0.7929614610987591,3.0,5.0,12,3.0,3.0,,3.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6968,29616,5.0,1232175600.0,5.0,5.0,0.0,5.0,5.0,2,4.0,4.0,0.8164965809277259,3.0,5.0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7089,93111,4.0,1232175600.0,4.083333333333333,4.0,0.6685579234215215,3.0,5.0,12,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8005,148553,5.0,1232175600.0,5.0,5.0,0.0,5.0,5.0,3,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8994,58459,3.0,1232175600.0,4.0,4.0,1.1470786693528088,1.0,5.0,39,3.0,3.0,,3.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9262,120271,5.0,1232175600.0,3.977272727272727,4.0,0.9019007412935625,2.0,5.0,44,5.0,5.0,,5.0,5.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10410,36468,1.0,1232175600.0,3.7,5.0,1.888562063228706,1.0,5.0,10,1.0,1.0,,1.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10709,14704,5.0,1232175600.0,4.461538461538462,5.0,1.1266014242982163,2.0,5.0,13,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10778,42167,5.0,1232175600.0,4.625,5.0,0.5175491695067655,4.0,5.0,8,5.0,5.0,,5.0,5.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10778,8068,5.0,1232175600.0,4.625,5.0,0.5175491695067655,4.0,5.0,8,5.0,5.0,,5.0,5.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11062,23596,5.0,1232175600.0,4.142857142857143,4.0,1.0690449676496976,2.0,5.0,7,5.0,5.0,0.0,5.0,5.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11298,63761,5.0,1232175600.0,5.0,5.0,,5.0,5.0,1,4.333333333333333,4.0,0.5773502691896257,4.0,5.0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11460,110304,2.0,1232175600.0,3.0625,3.0,1.166666666666667,1.0,5.0,64,2.0,2.0,,2.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13367,51473,5.0,1232175600.0,4.427184466019417,5.0,1.0810483451086788,1.0,5.0,103,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13482,117715,4.0,1232175600.0,4.0,4.0,0.0,4.0,4.0,2,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13508,21350,4.0,1232175600.0,2.75,3.0,1.5,1.0,4.0,4,3.5,3.5,0.7071067811865476,3.0,4.0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13955,29116,4.0,1232175600.0,4.103448275862069,4.0,0.9390279010842961,2.0,5.0,29,4.0,4.0,,4.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13955,155507,5.0,1232175600.0,4.103448275862069,4.0,0.9390279010842961,2.0,5.0,29,5.0,5.0,,5.0,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14312,177589,4.0,1232175600.0,3.8666666666666667,4.0,0.8338093878327922,2.0,5.0,15,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14640,199199,3.0,1232175600.0,3.0,3.0,0.0,3.0,3.0,2,3.0,3.0,,3.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15191,143325,3.0,1232175600.0,2.75,2.5,0.9574271077563382,2.0,4.0,4,3.0,3.0,,3.0,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15984,36277,5.0,1232175600.0,3.6,3.0,1.0408329997330665,1.0,5.0,25,4.0588235294117645,4.0,0.9663454503498035,2.0,5.0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16118,148189,4.0,1232175600.0,3.0,3.0,1.4142135623730951,2.0,4.0,2,4.0,4.0,,4.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17743,150067,3.0,1232175600.0,3.8,4.0,1.186126701378962,1.0,5.0,30,3.5,3.5,0.7071067811865476,3.0,4.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17837,213738,4.0,1232175600.0,3.3333333333333335,4.0,1.1547005383792517,2.0,4.0,3,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18792,13444,3.0,1232175600.0,4.444444444444445,5.0,0.7264831572567788,3.0,5.0,9,3.5,4.0,1.4142135623730951,1.0,5.0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18867,1456,5.0,1232175600.0,3.727272727272727,4.0,0.8827348295047496,2.0,5.0,22,5.0,5.0,,5.0,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19082,22124,5.0,1232175600.0,3.8333333333333335,4.0,0.816496580927726,3.0,5.0,24,4.111111111111111,4.0,0.7817359599705714,3.0,5.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19125,77424,1.0,1232175600.0,2.6363636363636362,3.0,1.3618169680781096,1.0,5.0,11,1.0,1.0,,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19125,22076,5.0,1232175600.0,2.6363636363636362,3.0,1.3618169680781096,1.0,5.0,11,4.333333333333333,4.0,0.5773502691896257,4.0,5.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19445,262768,4.0,1232175600.0,4.0,4.0,,4.0,4.0,1,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19482,77176,1.0,1232175600.0,3.546511627906977,4.0,1.508072215030021,1.0,5.0,86,1.0,1.0,,1.0,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19482,184871,5.0,1232175600.0,3.546511627906977,4.0,1.508072215030021,1.0,5.0,86,5.0,5.0,,5.0,5.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19487,8269,3.0,1232175600.0,4.465346534653466,5.0,0.8193211389393483,1.0,5.0,101,2.6666666666666665,3.0,1.5275252316519465,1.0,4.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19673,63585,5.0,1232175600.0,4.225,4.0,0.8546708049734412,1.0,5.0,120,5.0,5.0,,5.0,5.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20157,12782,5.0,1232175600.0,4.337662337662338,4.0,0.8047619721708764,1.0,5.0,77,4.416666666666667,5.0,0.9962049198956218,2.0,5.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20461,59243,3.0,1232175600.0,3.8383838383838382,4.0,1.1841389768396404,1.0,5.0,99,3.0,3.0,,3.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20461,138288,4.0,1232175600.0,3.8383838383838382,4.0,1.1841389768396404,1.0,5.0,99,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20461,45288,4.0,1232175600.0,3.8383838383838382,4.0,1.1841389768396404,1.0,5.0,99,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21873,92875,5.0,1232175600.0,4.5,5.0,0.9224300477447906,1.0,5.0,58,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,15598,4.0,1232262000.0,4.0,4.0,0.7977240352174656,2.0,5.0,67,3.5,3.5,0.7071067811865476,3.0,4.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,24023,1.0,1232262000.0,3.6666666666666665,5.0,2.3094010767585034,1.0,5.0,3,3.0,3.0,2.8284271247461903,1.0,5.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1574,27964,4.0,1232262000.0,3.857142857142857,4.0,0.9102589898327995,2.0,5.0,21,4.0,4.0,0.0,4.0,4.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3168,70608,4.0,1232262000.0,4.1506849315068495,4.0,1.0092796231404126,1.0,5.0,73,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3374,65947,3.0,1232262000.0,3.6,4.0,1.0124228365658292,1.0,5.0,65,3.0,3.0,,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3958,22124,4.0,1232262000.0,3.7468354430379747,4.0,1.091556809078499,1.0,5.0,79,4.111111111111111,4.0,0.7817359599705714,3.0,5.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4126,42457,5.0,1232262000.0,4.113636363636363,5.0,1.3156642869122188,1.0,5.0,44,3.0,3.0,2.8284271247461903,1.0,5.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4126,44915,4.0,1232262000.0,4.113636363636363,5.0,1.3156642869122188,1.0,5.0,44,4.0,4.0,,4.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4166,89950,5.0,1232262000.0,3.9047619047619047,4.0,0.9436504599035547,2.0,5.0,21,5.0,5.0,,5.0,5.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4166,89951,3.0,1232262000.0,3.9047619047619047,4.0,0.9436504599035547,2.0,5.0,21,3.0,3.0,,3.0,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5400,108695,5.0,1232262000.0,4.0,4.0,1.0289915108550531,1.0,5.0,35,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5494,12710,3.0,1232262000.0,4.169811320754717,4.0,0.9143271813113512,1.0,5.0,53,3.0,3.0,,3.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5642,113045,5.0,1232262000.0,4.097560975609756,4.0,0.7951978726894965,3.0,5.0,82,5.0,5.0,,5.0,5.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5861,116387,1.0,1232262000.0,4.176470588235294,5.0,1.3339459376998313,1.0,5.0,17,1.0,1.0,,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7123,61619,4.0,1232262000.0,4.0,4.0,,4.0,4.0,1,4.0,4.0,,4.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8972,158212,4.0,1232262000.0,3.0,3.0,1.1547005383792515,1.0,4.0,7,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10180,110635,3.0,1232262000.0,2.25,2.0,1.1515584902738285,1.0,4.0,24,3.0,3.0,,3.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10352,175355,4.0,1232262000.0,3.3333333333333335,4.0,1.1547005383792515,2.0,4.0,3,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10410,175889,1.0,1232262000.0,3.7,5.0,1.888562063228706,1.0,5.0,10,1.0,1.0,,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11141,54596,4.0,1232262000.0,4.181818181818182,4.0,0.906923823984585,1.0,5.0,22,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11698,5461,5.0,1232262000.0,5.0,5.0,0.0,5.0,5.0,2,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12724,159257,3.0,1232262000.0,3.6666666666666665,3.5,0.816496580927726,3.0,5.0,6,3.0,3.0,,3.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13493,156317,3.0,1232262000.0,4.0,4.0,1.0,3.0,5.0,5,3.0,3.0,,3.0,3.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13502,173646,2.0,1232262000.0,3.7058823529411766,4.0,1.403776419268438,1.0,5.0,17,2.0,2.0,,2.0,2.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14527,85680,3.0,1232262000.0,3.825,4.0,1.1067971810589328,1.0,5.0,40,3.0,3.0,,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15394,147055,4.0,1232262000.0,4.133333333333334,4.0,1.0080138659874618,1.0,5.0,30,4.0,4.0,,4.0,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16059,66674,4.0,1232262000.0,3.7903225806451615,4.0,0.7921147618086651,2.0,5.0,62,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17326,96645,5.0,1232262000.0,4.3125,5.0,1.0144785195688804,2.0,5.0,16,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17837,129942,4.0,1232262000.0,3.3333333333333335,4.0,1.1547005383792517,2.0,4.0,3,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18212,18924,4.0,1232262000.0,4.0,4.0,1.0690449676496976,2.0,5.0,8,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19017,37902,4.0,1232262000.0,4.583333333333333,5.0,0.90033663737852,2.0,5.0,12,4.0,4.0,,4.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19041,45160,5.0,1232262000.0,4.666666666666667,5.0,1.1547005383792517,1.0,5.0,12,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19125,62486,3.0,1232262000.0,2.6363636363636362,3.0,1.3618169680781096,1.0,5.0,11,2.5,2.5,0.7071067811865476,2.0,3.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19632,167815,2.0,1232262000.0,3.1315789473684212,3.0,1.2770543096576112,1.0,5.0,38,2.0,2.0,,2.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19673,9532,5.0,1232262000.0,4.225,4.0,0.8546708049734412,1.0,5.0,120,5.0,5.0,0.0,5.0,5.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19886,238347,5.0,1232262000.0,4.024390243902439,4.0,0.8511111818689958,2.0,5.0,41,3.5,3.5,2.1213203435596424,2.0,5.0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20140,21691,5.0,1232262000.0,5.0,5.0,0.0,5.0,5.0,3,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20162,41717,4.0,1232262000.0,4.2,4.0,0.8366600265340756,3.0,5.0,5,4.666666666666667,5.0,0.5773502691896257,4.0,5.0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20461,228764,3.0,1232262000.0,3.8383838383838382,4.0,1.1841389768396404,1.0,5.0,99,3.0,3.0,,3.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20461,33733,4.0,1232262000.0,3.8383838383838382,4.0,1.1841389768396404,1.0,5.0,99,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20461,66278,5.0,1232262000.0,3.8383838383838382,4.0,1.1841389768396404,1.0,5.0,99,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20461,74907,2.0,1232262000.0,3.8383838383838382,4.0,1.1841389768396404,1.0,5.0,99,2.0,2.0,,2.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20609,241297,5.0,1232262000.0,3.6,4.0,0.8825799501580877,1.0,5.0,20,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21095,87218,4.0,1232262000.0,3.6538461538461537,4.0,0.9356199096773301,2.0,5.0,26,4.0,4.0,,4.0,4.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,15597,3.0,1232348400.0,4.0,4.0,0.7977240352174656,2.0,5.0,67,3.0,3.0,,3.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,22130,5.0,1232348400.0,3.7547169811320753,4.0,1.040250159974966,1.0,5.0,106,3.9166666666666665,4.0,1.164500152881315,2.0,5.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1711,40903,1.0,1232348400.0,3.8461538461538463,5.0,1.5730095277394138,1.0,5.0,13,1.0,1.0,,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1753,42366,4.0,1232348400.0,4.224489795918367,4.0,0.7709654694615322,2.0,5.0,49,4.0,4.0,,4.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2468,36277,5.0,1232348400.0,5.0,5.0,0.0,5.0,5.0,4,4.0588235294117645,4.0,0.9663454503498035,2.0,5.0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2760,66587,4.0,1232348400.0,3.6507936507936507,4.0,0.900872877049919,2.0,5.0,63,4.0,4.0,,4.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3301,23893,4.0,1232348400.0,3.380952380952381,3.0,1.0809296123917655,2.0,5.0,42,4.0,4.0,,4.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3374,22291,2.0,1232348400.0,3.6,4.0,1.0124228365658292,1.0,5.0,65,2.0,2.0,,2.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3486,79989,4.0,1232348400.0,3.6,4.0,1.0346923384727065,1.0,5.0,35,4.0,4.0,0.0,4.0,4.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3554,63124,5.0,1232348400.0,4.0,4.0,0.7745966692414834,3.0,5.0,11,5.0,5.0,,5.0,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3958,87351,2.0,1232348400.0,3.7468354430379747,4.0,1.091556809078499,1.0,5.0,79,2.0,2.0,,2.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4492,56745,5.0,1232348400.0,4.0476190476190474,4.0,0.8047478161629564,2.0,5.0,21,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6048,118681,5.0,1232348400.0,5.0,5.0,,5.0,5.0,1,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6144,20620,5.0,1232348400.0,3.9767441860465116,4.0,1.2815238714129003,1.0,5.0,43,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6500,125073,5.0,1232348400.0,4.5,5.0,1.2692955176439846,1.0,5.0,10,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6965,12782,2.0,1232348400.0,3.5,3.5,2.1213203435596424,2.0,5.0,2,4.416666666666667,5.0,0.9962049198956218,2.0,5.0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6979,36231,5.0,1232348400.0,3.6666666666666665,4.0,1.505545305418162,1.0,5.0,6,5.0,5.0,0.0,5.0,5.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7246,12940,2.0,1232348400.0,3.8055555555555554,4.0,1.0699333780613762,1.0,5.0,72,2.0,2.0,,2.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7536,142269,5.0,1232348400.0,4.714285714285714,5.0,0.7559289460184546,3.0,5.0,7,5.0,5.0,0.0,5.0,5.0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8601,47062,5.0,1232348400.0,5.0,5.0,0.0,5.0,5.0,2,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8972,158211,1.0,1232348400.0,3.0,3.0,1.1547005383792515,1.0,4.0,7,1.0,1.0,,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8972,49986,3.0,1232348400.0,3.0,3.0,1.1547005383792515,1.0,4.0,7,3.0,3.0,,3.0,3.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9072,9475,5.0,1232348400.0,3.5588235294117645,4.0,0.9905975078001624,1.0,5.0,34,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9776,169446,4.0,1232348400.0,4.0,4.0,0.0,4.0,4.0,4,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10466,145044,5.0,1232348400.0,4.4,4.0,0.5982430416161189,3.0,5.0,20,5.0,5.0,0.0,5.0,5.0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11097,105106,2.0,1232348400.0,3.0,3.0,1.4142135623730951,2.0,4.0,2,2.0,2.0,,2.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11157,183899,5.0,1232348400.0,4.177777777777778,4.0,0.8604673383714461,2.0,5.0,45,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11845,54730,4.0,1232348400.0,4.0,4.0,0.0,4.0,4.0,2,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11853,191611,4.0,1232348400.0,4.333333333333333,4.0,0.5773502691896258,4.0,5.0,3,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11990,22131,4.0,1232348400.0,3.0,3.0,1.4142135623730951,2.0,4.0,2,4.7407407407407405,5.0,0.5256931389634797,3.0,5.0,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13263,38908,2.0,1232348400.0,2.8333333333333335,2.5,1.1690451944500122,2.0,5.0,6,2.0,2.0,,2.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13434,22124,5.0,1232348400.0,4.339285714285714,5.0,0.9587261570207857,1.0,5.0,56,4.111111111111111,4.0,0.7817359599705714,3.0,5.0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13476,161408,4.0,1232348400.0,3.4864864864864864,4.0,0.8699176724016799,1.0,5.0,37,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13658,204816,4.0,1232348400.0,4.138888888888889,4.0,0.4244510927759877,3.0,5.0,36,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
