userId,itemId,rating,timestamp,user_mean_rating,user_median_rating,user_std_rating,user_min_rating,user_max_rating,user_num_ratings,item_mean_rating,item_median_rating,item_std_rating,item_min_rating,item_max_rating,item_num_ratings,cat_1,cat_2,cat_3,cat_4,cat_5,cat_6
478,303,5.0,1248246000.0,4.588235294117647,5.0,1.0036697371030325,1.0,5.0,17,3.875,4.0,1.1259916264596033,2.0,5.0,8,0,0,0,0,1,0
7,396,5.0,1248332400.0,4.488372093023256,5.0,0.8642465068623668,1.0,5.0,86,4.75,5.0,0.5,4.0,5.0,4,1,0,0,0,0,0
310,4905,2.0,1248332400.0,4.095238095238095,4.0,0.9436504599035548,2.0,5.0,21,3.25,3.5,0.9574271077563381,2.0,4.0,4,0,0,0,0,0,1
1490,10967,5.0,1248332400.0,4.5,4.5,0.7071067811865476,4.0,5.0,2,5.0,5.0,,5.0,5.0,1,0,0,0,1,0,0
6,273,4.0,1248418800.0,4.194444444444445,5.0,1.1461987253512673,1.0,5.0,72,4.0,4.0,0.0,4.0,4.0,2,0,0,0,0,1,0
7,393,5.0,1248418800.0,4.488372093023256,5.0,0.8642465068623668,1.0,5.0,86,3.8,4.0,1.3038404810405297,2.0,5.0,5,1,0,0,0,0,0
7,394,3.0,1248418800.0,4.488372093023256,5.0,0.8642465068623668,1.0,5.0,86,3.0,3.0,,3.0,3.0,1,1,0,0,0,0,0
7,395,5.0,1248418800.0,4.488372093023256,5.0,0.8642465068623668,1.0,5.0,86,5.0,5.0,,5.0,5.0,1,1,0,0,0,0,0
248,2813,4.0,1248418800.0,4.140350877192983,4.0,0.6105792475542055,2.0,5.0,57,4.0,4.0,,4.0,4.0,1,0,1,0,0,0,0
861,1585,3.0,1248418800.0,3.0,3.0,,3.0,3.0,1,4.6923076923076925,5.0,0.6304251719561152,3.0,5.0,13,0,0,0,0,0,1
64,1850,5.0,1248505200.0,4.25,4.5,0.9574271077563382,3.0,5.0,4,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,1,0,0,0
281,6502,4.0,1248505200.0,4.409090909090909,5.0,0.9081163607574332,2.0,5.0,22,4.0,4.0,0.0,4.0,4.0,2,0,0,1,0,0,0
2036,365,4.0,1248505200.0,4.5,4.5,0.5773502691896258,4.0,5.0,4,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,0,0,0,1
7,392,5.0,1248591600.0,4.488372093023256,5.0,0.8642465068623668,1.0,5.0,86,4.75,5.0,0.4999999999999999,4.0,5.0,4,0,1,0,0,0,0
164,3578,5.0,1248591600.0,4.2,5.0,1.7888543819998317,1.0,5.0,5,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,1,0,0,0,0
423,379,4.0,1248591600.0,4.5576923076923075,5.0,0.8497626321038482,1.0,5.0,52,4.0,4.0,0.0,4.0,4.0,3,0,1,0,0,0,0
176,3920,5.0,1248678000.0,3.6666666666666665,4.0,0.8997354108424372,2.0,5.0,15,4.8,5.0,0.44721359549995787,4.0,5.0,5,0,0,0,0,1,0
252,3926,4.0,1248678000.0,3.5517241379310347,4.0,1.2979711337465905,1.0,5.0,29,4.0,4.0,0.0,4.0,4.0,2,0,0,0,0,0,1
384,410,5.0,1248678000.0,3.966666666666667,4.5,1.376736103561817,1.0,5.0,30,4.666666666666667,5.0,0.5163977794943222,4.0,5.0,6,1,0,0,0,0,0
678,473,4.0,1248678000.0,4.0,4.0,0.0,4.0,4.0,2,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,0,1,0,0
1494,4535,5.0,1248678000.0,3.9285714285714284,4.0,0.9168747682531899,2.0,5.0,14,5.0,5.0,,5.0,5.0,1,1,0,0,0,0,0
50,121,5.0,1248764400.0,3.6666666666666665,4.0,1.632993161855452,1.0,5.0,6,4.615384615384615,5.0,0.5063696835418332,4.0,5.0,13,0,0,0,1,0,0
214,4789,5.0,1248764400.0,4.666666666666667,5.0,0.5163977794943223,4.0,5.0,6,5.0,5.0,,5.0,5.0,1,0,0,0,0,1,0
251,3235,4.0,1248764400.0,3.8333333333333335,4.0,0.8574929257125442,2.0,5.0,18,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,1
251,3203,4.0,1248764400.0,3.8333333333333335,4.0,0.8574929257125442,2.0,5.0,18,3.5,3.5,0.7071067811865476,3.0,4.0,2,0,0,0,0,0,1
251,5908,3.0,1248764400.0,3.8333333333333335,4.0,0.8574929257125442,2.0,5.0,18,3.0,3.0,,3.0,3.0,1,0,0,0,0,0,1
251,5909,3.0,1248764400.0,3.8333333333333335,4.0,0.8574929257125442,2.0,5.0,18,2.5,2.5,0.7071067811865476,2.0,3.0,2,0,0,0,0,0,1
251,5910,4.0,1248764400.0,3.8333333333333335,4.0,0.8574929257125442,2.0,5.0,18,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,0,0,0,1
218,446,5.0,1248850800.0,5.0,5.0,,5.0,5.0,1,4.2,4.0,0.8366600265340756,3.0,5.0,5,1,0,0,0,0,0
251,5906,5.0,1248850800.0,3.8333333333333335,4.0,0.8574929257125442,2.0,5.0,18,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,1
251,5907,3.0,1248850800.0,3.8333333333333335,4.0,0.8574929257125442,2.0,5.0,18,3.0,3.0,,3.0,3.0,1,0,0,0,0,0,1
274,4862,4.0,1248850800.0,3.951219512195122,4.0,0.8646160856760393,2.0,5.0,41,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,1
465,6540,4.0,1248850800.0,4.222222222222222,4.0,0.6405126152203487,3.0,5.0,27,4.0,4.0,,4.0,4.0,1,0,0,0,0,1,0
583,186,4.0,1248850800.0,4.0,4.0,,4.0,4.0,1,4.16,4.0,0.9865765724632496,2.0,5.0,25,0,0,0,0,0,1
1743,1228,4.0,1248850800.0,4.238095238095238,4.0,0.7003400534570262,3.0,5.0,21,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,0,0,0,1
11,79,2.0,1248937200.0,4.0,5.0,1.7320508075688772,2.0,5.0,3,2.75,2.5,0.9574271077563381,2.0,4.0,4,0,0,0,0,1,0
11,511,5.0,1248937200.0,4.0,5.0,1.7320508075688772,2.0,5.0,3,5.0,5.0,,5.0,5.0,1,0,0,0,0,1,0
158,13,5.0,1248937200.0,4.083333333333333,5.0,1.138903617201808,2.0,5.0,24,4.076923076923077,4.0,0.9540735874430285,2.0,5.0,13,1,0,0,0,0,0
184,1006,5.0,1248937200.0,4.833333333333333,5.0,0.38924947208076155,4.0,5.0,12,4.666666666666667,5.0,0.5163977794943222,4.0,5.0,6,0,1,0,0,0,0
228,4925,4.0,1248937200.0,4.285714285714286,5.0,1.1126972805283735,2.0,5.0,7,3.5,3.5,0.7071067811865476,3.0,4.0,2,0,0,0,0,0,1
251,5905,4.0,1248937200.0,3.8333333333333335,4.0,0.8574929257125442,2.0,5.0,18,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,1
252,4144,5.0,1248937200.0,3.5517241379310347,4.0,1.2979711337465905,1.0,5.0,29,5.0,5.0,0.0,5.0,5.0,2,0,0,0,0,0,1
280,5968,1.0,1248937200.0,3.7714285714285714,4.0,1.1902969052673686,1.0,5.0,35,2.3333333333333335,1.0,2.3094010767585034,1.0,5.0,3,0,0,0,0,0,1
696,8566,5.0,1248937200.0,4.722222222222222,5.0,0.5745131499601415,3.0,5.0,18,5.0,5.0,,5.0,5.0,1,0,0,0,0,1,0
801,1928,4.0,1248937200.0,3.739130434782609,4.0,1.09616651457157,1.0,5.0,23,4.538461538461538,5.0,0.5188745216627707,4.0,5.0,13,1,0,0,0,0,0
1145,3821,4.0,1248937200.0,4.0,4.0,0.0,4.0,4.0,2,3.875,4.0,1.246423454758225,2.0,5.0,8,0,1,0,0,0,0
7,391,4.0,1249023600.0,4.488372093023256,5.0,0.8642465068623668,1.0,5.0,86,4.0,4.0,,4.0,4.0,1,1,0,0,0,0,0
12,542,3.0,1249023600.0,3.7777777777777777,4.0,1.0602749674192764,1.0,5.0,18,3.0,3.0,,3.0,3.0,1,1,0,0,0,0,0
217,4805,4.0,1249023600.0,4.5,4.5,0.547722557505166,4.0,5.0,6,4.0,4.0,,4.0,4.0,1,0,0,1,0,0,0
233,1892,5.0,1249023600.0,4.514285714285714,5.0,0.8868791472623198,1.0,5.0,35,4.666666666666667,5.0,0.5773502691896258,4.0,5.0,3,0,0,0,0,0,1
233,425,5.0,1249023600.0,4.514285714285714,5.0,0.8868791472623198,1.0,5.0,35,4.75,5.0,0.5,4.0,5.0,4,0,0,0,0,0,1
251,5902,3.0,1249023600.0,3.8333333333333335,4.0,0.8574929257125442,2.0,5.0,18,3.0,3.0,,3.0,3.0,1,0,0,0,0,0,1
251,5903,4.0,1249023600.0,3.8333333333333335,4.0,0.8574929257125442,2.0,5.0,18,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,1
142,3405,2.0,1249110000.0,4.555555555555555,5.0,1.0860419786947373,1.0,5.0,27,2.0,2.0,,2.0,2.0,1,0,0,0,0,1,0
180,268,4.0,1249110000.0,4.117647058823529,4.0,0.781213234429025,2.0,5.0,17,4.466666666666667,5.0,0.6399404734221844,3.0,5.0,15,0,0,0,0,0,1
248,5412,4.0,1249110000.0,4.140350877192983,4.0,0.6105792475542055,2.0,5.0,57,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,1,0,0,0,0
251,5900,5.0,1249110000.0,3.8333333333333335,4.0,0.8574929257125442,2.0,5.0,18,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,1
251,5901,4.0,1249110000.0,3.8333333333333335,4.0,0.8574929257125442,2.0,5.0,18,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,1
423,357,4.0,1249110000.0,4.5576923076923075,5.0,0.8497626321038482,1.0,5.0,52,4.4,5.0,0.8944271909999159,3.0,5.0,5,0,1,0,0,0,0
1743,941,3.0,1249110000.0,4.238095238095238,4.0,0.7003400534570262,3.0,5.0,21,4.0,4.0,1.4142135623730951,3.0,5.0,2,0,1,0,0,0,0
1743,858,3.0,1249110000.0,4.238095238095238,4.0,0.7003400534570262,3.0,5.0,21,2.7777777777777777,3.0,1.2018504251546631,1.0,4.0,9,1,0,0,0,0,0
1940,121,5.0,1249110000.0,5.0,5.0,,5.0,5.0,1,4.615384615384615,5.0,0.5063696835418332,4.0,5.0,13,0,0,0,1,0,0
50,1584,3.0,1249196400.0,3.6666666666666665,4.0,1.632993161855452,1.0,5.0,6,4.0,4.0,1.4142135623730951,3.0,5.0,2,0,0,0,0,0,1
62,1782,4.0,1249196400.0,3.8,4.0,0.8366600265340756,3.0,5.0,5,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,0,0,0,1
221,268,4.0,1249196400.0,4.266666666666667,4.0,0.5936168397046638,3.0,5.0,15,4.466666666666667,5.0,0.6399404734221844,3.0,5.0,15,0,0,0,0,0,1
221,4042,5.0,1249196400.0,4.266666666666667,4.0,0.5936168397046638,3.0,5.0,15,4.0,5.0,1.7320508075688772,2.0,5.0,3,0,0,0,0,1,0
251,5897,5.0,1249196400.0,3.8333333333333335,4.0,0.8574929257125442,2.0,5.0,18,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,0,0,0,1
251,5899,5.0,1249196400.0,3.8333333333333335,4.0,0.8574929257125442,2.0,5.0,18,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,1
7,390,5.0,1249282800.0,4.488372093023256,5.0,0.8642465068623668,1.0,5.0,86,5.0,5.0,,5.0,5.0,1,0,1,0,0,0,0
12,541,4.0,1249282800.0,3.7777777777777777,4.0,1.0602749674192764,1.0,5.0,18,4.0,4.0,,4.0,4.0,1,1,0,0,0,0,0
221,3526,5.0,1249282800.0,4.266666666666667,4.0,0.5936168397046638,3.0,5.0,15,5.0,5.0,,5.0,5.0,1,0,0,0,0,1,0
248,5409,4.0,1249282800.0,4.140350877192983,4.0,0.6105792475542055,2.0,5.0,57,4.0,4.0,,4.0,4.0,1,0,0,0,0,1,0
251,5896,4.0,1249282800.0,3.8333333333333335,4.0,0.8574929257125442,2.0,5.0,18,4.0,4.0,,4.0,4.0,1,0,0,0,0,0,1
274,6298,5.0,1249282800.0,3.951219512195122,4.0,0.8646160856760393,2.0,5.0,41,5.0,5.0,0.0,5.0,5.0,2,1,0,0,0,0,0
1109,12456,3.0,1249282800.0,2.857142857142857,3.0,0.7928249671720917,1.0,4.0,21,3.0,3.0,,3.0,3.0,1,0,0,0,0,0,1
7,386,5.0,1249369200.0,4.488372093023256,5.0,0.8642465068623668,1.0,5.0,86,4.0,4.0,1.224744871391589,2.0,5.0,5,0,0,0,0,0,1
7,387,5.0,1249369200.0,4.488372093023256,5.0,0.8642465068623668,1.0,5.0,86,5.0,5.0,0.0,5.0,5.0,3,0,1,0,0,0,0
7,388,5.0,1249369200.0,4.488372093023256,5.0,0.8642465068623668,1.0,5.0,86,5.0,5.0,0.0,5.0,5.0,2,0,0,0,0,1,0
7,389,5.0,1249369200.0,4.488372093023256,5.0,0.8642465068623668,1.0,5.0,86,4.666666666666667,5.0,0.5773502691896257,4.0,5.0,3,0,0,0,0,1,0
129,2909,3.0,1249369200.0,4.2272727272727275,4.0,0.8691439785278706,2.0,5.0,22,2.5,3.0,1.0,1.0,3.0,4,0,0,0,0,1,0
220,268,5.0,1249369200.0,4.125,4.0,0.991031208965115,2.0,5.0,8,4.466666666666667,5.0,0.6399404734221844,3.0,5.0,15,0,0,0,0,0,1
221,220,5.0,1249369200.0,4.266666666666667,4.0,0.5936168397046638,3.0,5.0,15,5.0,5.0,0.0,5.0,5.0,3,0,0,0,0,1,0
221,4853,4.0,1249369200.0,4.266666666666667,4.0,0.5936168397046638,3.0,5.0,15,4.0,4.0,,4.0,4.0,1,0,0,0,0,1,0
258,6113,5.0,1249369200.0,4.523809523809524,5.0,0.9283882603225668,2.0,5.0,21,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,0,0,1,0
384,7451,1.0,1249369200.0,3.966666666666667,4.5,1.376736103561817,1.0,5.0,30,1.0,1.0,,1.0,1.0,1,0,0,0,0,0,1
801,5038,4.0,1249369200.0,3.739130434782609,4.0,1.09616651457157,1.0,5.0,23,4.0,4.0,1.0,3.0,5.0,3,0,0,0,0,0,1
960,11733,5.0,1249369200.0,3.875,5.0,1.6420805617960927,1.0,5.0,8,5.0,5.0,,5.0,5.0,1,0,1,0,0,0,0
1060,4532,5.0,1249369200.0,4.666666666666667,5.0,0.5163977794943222,4.0,5.0,6,5.0,5.0,0.0,5.0,5.0,2,0,1,0,0,0,0
6,269,5.0,1249455600.0,4.194444444444445,5.0,1.1461987253512673,1.0,5.0,72,5.0,5.0,0.0,5.0,5.0,3,0,0,0,0,1,0
12,540,4.0,1249455600.0,3.7777777777777777,4.0,1.0602749674192764,1.0,5.0,18,4.0,4.0,0.0,4.0,4.0,2,1,0,0,0,0,0
221,4851,5.0,1249455600.0,4.266666666666667,4.0,0.5936168397046638,3.0,5.0,15,5.0,5.0,,5.0,5.0,1,0,0,1,0,0,0
221,4852,4.0,1249455600.0,4.266666666666667,4.0,0.5936168397046638,3.0,5.0,15,4.0,4.0,,4.0,4.0,1,0,0,0,0,1,0
553,858,4.0,1249455600.0,4.74,5.0,0.6942915931555925,1.0,5.0,50,2.7777777777777777,3.0,1.2018504251546631,1.0,4.0,9,1,0,0,0,0,0
696,2292,5.0,1249455600.0,4.722222222222222,5.0,0.5745131499601415,3.0,5.0,18,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,0,0,0,1
171,3920,5.0,1249542000.0,4.043478260869565,4.0,0.9282564726687247,2.0,5.0,23,4.8,5.0,0.44721359549995787,4.0,5.0,5,0,0,0,0,1,0
252,4900,3.0,1249542000.0,3.5517241379310347,4.0,1.2979711337465905,1.0,5.0,29,4.0,4.0,1.4142135623730951,3.0,5.0,2,0,0,0,0,0,1
6,268,5.0,1249628400.0,4.194444444444445,5.0,1.1461987253512673,1.0,5.0,72,4.466666666666667,5.0,0.6399404734221844,3.0,5.0,15,0,0,0,0,0,1
250,899,5.0,1249628400.0,4.285714285714286,5.0,1.0555973258234952,1.0,5.0,21,4.615384615384615,5.0,0.6504436355879909,3.0,5.0,13,0,0,0,0,0,1
250,1291,1.0,1249628400.0,4.285714285714286,5.0,1.0555973258234952,1.0,5.0,21,3.0,3.0,2.8284271247461903,1.0,5.0,2,0,0,0,0,0,1
250,5887,2.0,1249628400.0,4.285714285714286,5.0,1.0555973258234952,1.0,5.0,21,2.5,2.5,0.7071067811865476,2.0,3.0,2,0,0,0,0,0,1
250,186,4.0,1249628400.0,4.285714285714286,5.0,1.0555973258234952,1.0,5.0,21,4.16,4.0,0.9865765724632496,2.0,5.0,25,0,0,0,0,0,1
384,7450,5.0,1249628400.0,3.966666666666667,4.5,1.376736103561817,1.0,5.0,30,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,1
384,6361,1.0,1249628400.0,3.966666666666667,4.5,1.376736103561817,1.0,5.0,30,1.5,1.5,0.7071067811865476,1.0,2.0,2,0,0,0,0,0,1
477,8545,4.0,1249628400.0,4.5,4.5,0.5773502691896258,4.0,5.0,4,4.5,4.5,0.5773502691896257,4.0,5.0,4,1,0,0,0,0,0
696,944,5.0,1249628400.0,4.722222222222222,5.0,0.5745131499601415,3.0,5.0,18,5.0,5.0,,5.0,5.0,1,0,1,0,0,0,0
825,9523,5.0,1249628400.0,4.6,5.0,0.547722557505166,4.0,5.0,5,5.0,5.0,,5.0,5.0,1,0,1,0,0,0,0
954,268,5.0,1249628400.0,5.0,5.0,,5.0,5.0,1,4.466666666666667,5.0,0.6399404734221844,3.0,5.0,15,0,0,0,0,0,1
67,1891,5.0,1249714800.0,4.0,4.0,0.7071067811865475,3.0,5.0,5,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,1
67,1892,4.0,1249714800.0,4.0,4.0,0.7071067811865475,3.0,5.0,5,4.666666666666667,5.0,0.5773502691896258,4.0,5.0,3,0,0,0,0,0,1
116,268,4.0,1249714800.0,4.555555555555555,5.0,0.5270462766947298,4.0,5.0,9,4.466666666666667,5.0,0.6399404734221844,3.0,5.0,15,0,0,0,0,0,1
221,1658,5.0,1249714800.0,4.266666666666667,4.0,0.5936168397046638,3.0,5.0,15,4.0,5.0,1.7320508075688772,1.0,5.0,5,0,0,1,0,0,0
226,1574,4.0,1249714800.0,4.166666666666667,4.0,0.408248290463863,4.0,5.0,6,4.0,4.0,1.0,3.0,5.0,3,0,0,0,0,1,0
248,5405,3.0,1249714800.0,4.140350877192983,4.0,0.6105792475542055,2.0,5.0,57,3.0,3.0,,3.0,3.0,1,0,0,1,0,0,0
274,6297,4.0,1249714800.0,3.951219512195122,4.0,0.8646160856760393,2.0,5.0,41,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,0,0,0,1
384,6731,3.0,1249714800.0,3.966666666666667,4.5,1.376736103561817,1.0,5.0,30,3.0,3.0,,3.0,3.0,1,0,0,0,0,0,1
423,7939,5.0,1249714800.0,4.5576923076923075,5.0,0.8497626321038482,1.0,5.0,52,5.0,5.0,,5.0,5.0,1,0,1,0,0,0,0
1109,5909,2.0,1249714800.0,2.857142857142857,3.0,0.7928249671720917,1.0,4.0,21,2.5,2.5,0.7071067811865476,2.0,3.0,2,0,0,0,0,0,1
205,2719,5.0,1249801200.0,4.833333333333333,5.0,0.40824829046386313,4.0,5.0,6,4.8,5.0,0.44721359549995787,4.0,5.0,5,0,0,1,0,0,0
234,4983,2.0,1249801200.0,3.7142857142857144,5.0,1.7043362064926935,1.0,5.0,7,2.0,2.0,,2.0,2.0,1,0,0,0,0,0,1
250,375,5.0,1249801200.0,4.285714285714286,5.0,1.0555973258234952,1.0,5.0,21,4.166666666666667,4.5,0.983192080250175,3.0,5.0,6,0,0,0,0,0,1
258,3900,5.0,1249801200.0,4.523809523809524,5.0,0.9283882603225668,2.0,5.0,21,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,1,0,0,0,0
281,516,5.0,1249801200.0,4.409090909090909,5.0,0.9081163607574332,2.0,5.0,22,5.0,5.0,0.0,5.0,5.0,2,0,0,1,0,0,0
423,1511,5.0,1249801200.0,4.5576923076923075,5.0,0.8497626321038482,1.0,5.0,52,5.0,5.0,,5.0,5.0,1,0,1,0,0,0,0
171,3040,5.0,1249887600.0,4.043478260869565,4.0,0.9282564726687247,2.0,5.0,23,5.0,5.0,0.0,5.0,5.0,3,0,1,0,0,0,0
221,632,3.0,1249887600.0,4.266666666666667,4.0,0.5936168397046638,3.0,5.0,15,3.5,3.5,0.7071067811865476,3.0,4.0,2,0,0,0,0,1,0
295,6297,5.0,1249887600.0,4.894736842105263,5.0,0.3153017676423058,4.0,5.0,19,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,0,0,0,1
1495,3601,4.0,1249887600.0,4.25,4.0,0.4999999999999999,4.0,5.0,4,4.0,4.0,0.0,4.0,4.0,2,0,0,0,0,1,0
7,382,5.0,1249974000.0,4.488372093023256,5.0,0.8642465068623668,1.0,5.0,86,5.0,5.0,,5.0,5.0,1,0,1,0,0,0,0
7,383,4.0,1249974000.0,4.488372093023256,5.0,0.8642465068623668,1.0,5.0,86,4.25,4.0,0.4999999999999999,4.0,5.0,4,1,0,0,0,0,0
7,384,5.0,1249974000.0,4.488372093023256,5.0,0.8642465068623668,1.0,5.0,86,5.0,5.0,,5.0,5.0,1,0,1,0,0,0,0
7,385,5.0,1249974000.0,4.488372093023256,5.0,0.8642465068623668,1.0,5.0,86,5.0,5.0,0.0,5.0,5.0,2,1,0,0,0,0,0
12,539,4.0,1249974000.0,3.7777777777777777,4.0,1.0602749674192764,1.0,5.0,18,4.0,4.0,0.0,4.0,4.0,2,0,0,0,1,0,0
216,4799,5.0,1249974000.0,3.5,4.5,1.9748417658131499,1.0,5.0,6,5.0,5.0,,5.0,5.0,1,1,0,0,0,0,0
221,634,4.0,1249974000.0,4.266666666666667,4.0,0.5936168397046638,3.0,5.0,15,4.666666666666667,5.0,0.5773502691896257,4.0,5.0,3,0,0,0,0,1,0
248,5403,4.0,1249974000.0,4.140350877192983,4.0,0.6105792475542055,2.0,5.0,57,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,0,0,1,0
258,6067,5.0,1249974000.0,4.523809523809524,5.0,0.9283882603225668,2.0,5.0,21,5.0,5.0,,5.0,5.0,1,0,0,1,0,0,0
423,2552,5.0,1249974000.0,4.5576923076923075,5.0,0.8497626321038482,1.0,5.0,52,5.0,5.0,,5.0,5.0,1,0,1,0,0,0,0
1483,2740,5.0,1249974000.0,4.357142857142857,4.0,0.772918234616442,1.0,5.0,56,5.0,5.0,0.0,5.0,5.0,3,0,1,0,0,0,0
1483,14371,5.0,1249974000.0,4.357142857142857,4.0,0.772918234616442,1.0,5.0,56,5.0,5.0,,5.0,5.0,1,1,0,0,0,0,0
219,2985,5.0,1250060400.0,4.833333333333333,5.0,0.40824829046386313,4.0,5.0,6,4.666666666666667,5.0,0.5773502691896257,4.0,5.0,3,0,0,1,0,0,0
384,7449,5.0,1250060400.0,3.966666666666667,4.5,1.376736103561817,1.0,5.0,30,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,1
404,7701,4.0,1250060400.0,4.375,5.0,1.0606601717798212,2.0,5.0,8,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,1,0,0,0
1398,13246,5.0,1250060400.0,4.5,4.5,0.7071067811865476,4.0,5.0,2,5.0,5.0,,5.0,5.0,1,1,0,0,0,0,0
1398,3415,4.0,1250060400.0,4.5,4.5,0.7071067811865476,4.0,5.0,2,3.6666666666666665,4.0,0.5773502691896257,3.0,4.0,3,0,0,0,0,0,1
12,419,4.0,1250146800.0,3.7777777777777777,4.0,1.0602749674192764,1.0,5.0,18,4.5,4.5,0.5773502691896257,4.0,5.0,4,1,0,0,0,0,0
180,4144,5.0,1250146800.0,4.117647058823529,4.0,0.781213234429025,2.0,5.0,17,5.0,5.0,0.0,5.0,5.0,2,0,0,0,0,0,1
250,423,5.0,1250146800.0,4.285714285714286,5.0,1.0555973258234952,1.0,5.0,21,4.5625,5.0,0.6291528696058961,3.0,5.0,16,0,0,0,0,0,1
158,374,5.0,1250233200.0,4.083333333333333,5.0,1.138903617201808,2.0,5.0,24,5.0,5.0,0.0,5.0,5.0,2,0,0,0,0,1,0
1493,2919,4.0,1250233200.0,4.5,4.5,0.5477225575051661,4.0,5.0,6,4.0,4.0,,4.0,4.0,1,1,0,0,0,0,0
175,2175,5.0,1250319600.0,4.7407407407407405,5.0,0.5256931389634798,3.0,5.0,27,5.0,5.0,0.0,5.0,5.0,2,0,0,1,0,0,0
212,304,5.0,1250319600.0,4.266666666666667,5.0,1.1159993483217387,1.0,5.0,45,5.0,5.0,0.0,5.0,5.0,3,0,0,0,0,1,0
251,419,4.0,1250319600.0,3.8333333333333335,4.0,0.8574929257125442,2.0,5.0,18,4.5,4.5,0.5773502691896257,4.0,5.0,4,1,0,0,0,0,0
212,220,5.0,1250406000.0,4.266666666666667,5.0,1.1159993483217387,1.0,5.0,45,5.0,5.0,0.0,5.0,5.0,3,0,0,0,0,1,0
212,178,5.0,1250406000.0,4.266666666666667,5.0,1.1159993483217387,1.0,5.0,45,4.666666666666667,5.0,0.5773502691896257,4.0,5.0,3,0,0,0,0,1,0
271,6269,5.0,1250406000.0,5.0,5.0,0.0,5.0,5.0,2,4.0,4.0,1.4142135623730951,3.0,5.0,2,1,0,0,0,0,0
280,2811,5.0,1250406000.0,3.7714285714285714,4.0,1.1902969052673686,1.0,5.0,35,4.6,5.0,0.5163977794943222,4.0,5.0,10,0,0,0,0,0,1
465,68,4.0,1250406000.0,4.222222222222222,4.0,0.6405126152203487,3.0,5.0,27,4.5,4.5,0.7071067811865476,4.0,5.0,2,1,0,0,0,0,0
1109,12454,3.0,1250406000.0,2.857142857142857,3.0,0.7928249671720917,1.0,4.0,21,3.0,3.0,,3.0,3.0,1,0,0,0,0,0,1
6,266,4.0,1250492400.0,4.194444444444445,5.0,1.1461987253512673,1.0,5.0,72,4.75,5.0,0.5,4.0,5.0,4,0,0,0,0,1,0
155,1427,3.0,1250492400.0,4.0,4.0,0.816496580927726,3.0,5.0,4,3.0,3.0,,3.0,3.0,1,1,0,0,0,0,0
212,4783,3.0,1250492400.0,4.266666666666667,5.0,1.1159993483217387,1.0,5.0,45,3.3333333333333335,3.0,1.5275252316519468,2.0,5.0,3,0,0,0,0,1,0
226,3593,5.0,1250492400.0,4.166666666666667,4.0,0.408248290463863,4.0,5.0,6,5.0,5.0,,5.0,5.0,1,0,0,0,0,1,0
251,5892,2.0,1250492400.0,3.8333333333333335,4.0,0.8574929257125442,2.0,5.0,18,2.0,2.0,,2.0,2.0,1,1,0,0,0,0,0
384,7448,5.0,1250492400.0,3.966666666666667,4.5,1.376736103561817,1.0,5.0,30,5.0,5.0,,5.0,5.0,1,0,0,0,0,0,1
384,6937,1.0,1250492400.0,3.966666666666667,4.5,1.376736103561817,1.0,5.0,30,1.0,1.0,,1.0,1.0,1,0,1,0,0,0,0
1881,485,5.0,1250492400.0,5.0,5.0,,5.0,5.0,1,5.0,5.0,,5.0,5.0,1,0,0,1,0,0,0
175,4042,5.0,1250578800.0,4.7407407407407405,5.0,0.5256931389634798,3.0,5.0,27,4.0,5.0,1.7320508075688772,2.0,5.0,3,0,0,0,0,1,0
214,447,4.0,1250578800.0,4.666666666666667,5.0,0.5163977794943223,4.0,5.0,6,4.5,4.5,0.7071067811865476,4.0,5.0,2,0,0,0,0,1,0
280,408,4.0,1250578800.0,3.7714285714285714,4.0,1.1902969052673686,1.0,5.0,35,2.8,2.0,1.6431676725154984,1.0,5.0,5,1,0,0,0,0,0
